"",gene_symbol,GSM1545535,GSM1545536,GSM1545537,GSM1545538,GSM1545539,GSM1545540,GSM1545541,GSM1545542,GSM1545543,GSM1545544,GSM1545545
ENSMUSG00000021340,Gpld1,7.2849,17.50701,18.02389,9.34865,11.88367,16.81823,10.81829,10.51885,15.00607,19.67389,9.04013
ENSMUSG00000021342,Prl,0,0,0.0229,0,0,0,0,0,0,0,0
ENSMUSG00000021345,Prl8a6,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021346,Prl8a8,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021347,Prl7b1,0.18611,0.0489,0.13741,0.0305,0.01712,0.06837,0.44537,0.01594,0,0.12119,0.08651
ENSMUSG00000021348,Prl7d1,0.05317,0,0.09161,0,0,0,0,0,0,0,0
ENSMUSG00000021356,Irf4,1.80793,22.51949,0.38933,0.54902,1.04453,11.16658,1.79586,1.05188,0.28997,8.28162,1.90319
ENSMUSG00000021357,Exoc2,33.10108,59.34289,48.46068,37.02857,39.57229,57.05209,35.35698,32.75187,50.02022,63.22307,41.26453
ENSMUSG00000021359,Tfap2a,42.45977,56.06644,70.46953,31.84335,31.30167,51.70809,52.00823,32.27374,63.46768,73.4034,47.27687
ENSMUSG00000021360,Gcnt2,64.73986,287.9854,103.86068,152.70474,143.27191,292.11993,132.29056,233.00842,34.36172,358.6546,147.23738
ENSMUSG00000021361,Tmem14c,27.03919,54.69718,59.27044,57.17468,52.5005,50.31796,32.75657,41.83633,65.71497,47.14462,30.32121
ENSMUSG00000021362,Gcm2,0,0,0,0.01525,0,0.01139,0,0.01594,0,0,0
ENSMUSG00000021363,Mak,0.2127,3.1542,0.52675,0.88454,0.78768,3.9197,0.90512,0.86063,0.10874,3.02986,1.42739
ENSMUSG00000021364,Elovl2,0.39881,0.24451,0.09161,1.87583,3.40757,0.74064,0.68961,1.62564,0.14499,0.36358,0.21627
ENSMUSG00000021365,Nedd9,311.41599,87.04602,206.07242,285.17186,299.98573,219.75368,411.31042,346.11791,90.58009,60.87998,276.17822
ENSMUSG00000021366,Hivep1,120.33371,196.07361,99.02835,92.32742,93.66527,195.95064,120.02121,115.00607,79.37991,182.72074,106.36214
ENSMUSG00000021367,Edn1,108.47582,36.40773,8.51955,2.13509,3.18496,38.1031,37.49765,4.0641,13.66494,48.80094,161.68429
ENSMUSG00000021368,Tbc1d7,2.95118,5.25699,8.01571,5.59699,5.30827,4.55779,2.0832,3.01222,11.16393,4.2822,3.33058
ENSMUSG00000021371,Mcur1,35.97249,88.78205,19.71864,18.08727,20.85636,83.37331,46.4626,21.5477,30.41084,91.34017,51.03999
ENSMUSG00000021373,Cap2,0.05317,0.48902,2.2215,5.39873,7.08911,0.19371,0.18677,5.57818,0.79742,0.92916,0.4758
ENSMUSG00000021374,Nup153,201.212,145.65538,107.73112,244.7424,232.3481,197.35216,216.20771,319.96423,166.8428,242.18679,257.83843
ENSMUSG00000021375,Kif13a,53.59982,93.23216,39.80372,141.57176,162.72415,87.74878,51.79273,138.19535,56.0009,92.7945,59.86385
ENSMUSG00000021376,Tpmt,0.93055,3.52096,3.82464,3.4619,2.91099,3.05372,1.45106,2.74128,8.15547,2.78747,1.5139
ENSMUSG00000021377,Dek,92.52349,70.27255,103.99809,206.89029,117.77509,64.32176,73.2569,171.90348,238.17598,100.10657,92.26126
ENSMUSG00000021379,Id4,1.11666,1.0514,38.86474,83.43629,116.85043,0.78622,1.88207,45.58167,137.91807,1.77752,1.16786
ENSMUSG00000021381,Barx1,0,0,0,0.04575,0.06849,0,0,0,0,0,0
ENSMUSG00000021384,Susd3,0.23928,0.22006,0.98479,0.30501,0.13699,0.4216,0.37354,0.15938,0,0.48478,0.34603
ENSMUSG00000021385,Ippk,55.64703,31.19964,49.62869,25.05681,19.29813,51.81064,73.11323,33.72406,18.41324,27.75352,56.317
ENSMUSG00000021388,Aspn,2.2865,1.71158,23.42877,1.93683,2.41441,0.44438,3.93653,3.49034,12.72253,2.0603,3.15756
ENSMUSG00000021390,Ogn,5.98212,7.82436,3.25209,4.65145,4.55484,1.77754,18.34655,8.43102,44.14828,3.67623,10.51078
ENSMUSG00000021391,Cenpp,2.02063,2.12725,2.58793,7.94559,5.7706,2.15355,1.98263,6.35912,8.44544,1.53513,2.46549
ENSMUSG00000021392,Nol8,20.15311,14.42617,27.52823,33.38367,21.38719,16.41943,21.39234,43.62134,52.77495,17.93677,21.80013
ENSMUSG00000021395,Spin1,119.72221,129.54208,173.98668,183.38904,196.11488,150.20185,136.8305,189.57833,147.48715,125.67858,106.4919
ENSMUSG00000021396,Nxnl2,0.29246,1.36926,0.52675,0.47277,0.37672,0.66088,0.30171,0.58969,0.07249,0.88876,0.43254
ENSMUSG00000021400,Wrnip1,36.18519,32.4711,39.96403,56.12238,52.63749,30.12697,25.32887,36.62472,56.97955,31.18736,33.2625
ENSMUSG00000021403,Serpinb9b,0.07976,0.26896,0.57255,0.061,0.10274,0.06837,0.1293,0.15938,0.90616,0.0404,0.08651
ENSMUSG00000021404,Serpinb9c,0.05317,0.02445,0.27482,0.22876,0.11986,0.02279,0.01437,0.31875,0.07249,0.0404,0.17302
ENSMUSG00000021408,Ripk1,58.38551,69.97913,52.76626,214.62237,241.64613,100.90939,80.82827,265.07497,58.82813,133.07144,95.15929
ENSMUSG00000021411,Pxdc1,116.66468,27.89874,52.76626,368.13539,377.34948,45.81715,132.30492,357.06707,18.19576,29.45024,105.54031
ENSMUSG00000021413,Prpf4b,131.60669,90.83595,160.70351,143.23408,86.91863,92.55725,147.05974,195.09275,153.7578,148.22074,155.41243
ENSMUSG00000021414,Fam217a,0.13294,0.0978,0.09161,0.13726,0.11986,0.09116,0.27297,0.20719,0.03625,0.0808,0.12976
ENSMUSG00000021415,4933417A18Rik,0.05317,0,0,0,0.01712,0,0.0431,0,0,0,0.12976
ENSMUSG00000021416,Eci3,2.20674,1.32036,0.66416,0.93029,0.71918,2.33587,2.85902,1.16345,1.48611,1.29274,1.98969
ENSMUSG00000021417,Eci2,78.06005,77.14331,90.37139,125.97035,83.78504,79.96636,65.62807,75.11414,49.694,90.815,82.31279
ENSMUSG00000021418,Rpp40,3.3234,3.69212,4.4888,6.26802,6.16444,4.28432,3.66356,3.82504,12.03385,4.84778,4.15241
ENSMUSG00000021420,Fars2,31.50584,32.20214,16.21463,22.4642,23.42488,28.93055,22.38365,18.23267,18.73946,31.51054,25.21721
ENSMUSG00000021423,Ly86,0,0.0489,0.0229,0.061,0.11986,0.06837,0.05747,0.11156,0.07249,0.24239,0
ENSMUSG00000021427,Ssr1,158.83199,139.49369,157.10789,300.13275,310.36254,218.04451,244.51053,311.78821,368.51852,145.19088,181.66774
ENSMUSG00000021428,Riok1,29.9372,27.94764,30.00165,39.10266,33.64758,35.26587,40.74457,50.49047,39.11001,34.98478,39.62087
ENSMUSG00000021431,Snrnp48,25.23126,25.28247,31.10095,26.18536,18.7673,19.32501,22.94396,30.24966,24.75638,34.5808,31.96487
ENSMUSG00000021432,Slc35b3,26.82649,26.65173,26.74956,17.26373,16.59262,26.25285,22.78593,25.18148,20.15307,33.12647,32.74345
ENSMUSG00000021439,Ctsq,0,0.07335,0.0229,0.01525,0,0.01139,0,0,0,0,0
ENSMUSG00000021440,Cts7,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000021441,Cts6,0,0.0489,0,0,0,0,0,0,0,0,0
ENSMUSG00000021448,Shc3,0,0.02445,0.06871,0.01525,0,0.04558,0,0.01594,0.03625,0,0
ENSMUSG00000021451,Sema4d,60.2732,75.04052,61.74386,11.59049,11.96929,65.11937,59.8382,16.08109,13.12125,64.55621,56.83605
ENSMUSG00000021453,Gadd45g,104.03575,544.28214,16.00852,108.14234,114.52164,222.55672,64.43561,87.27456,25.40882,441.95554,120.24674
ENSMUSG00000021456,Fbp2,0.07976,0.26896,0.25192,0.0305,0,0.18231,0.10057,0.04781,0.25373,0.0808,0.04325
ENSMUSG00000021457,Syk,0.34563,0.19561,0.61835,1.55557,1.11302,0.27347,0.34481,1.88064,13.5562,1.21194,0.69207
ENSMUSG00000021458,2010111I01Rik,18.58446,27.38527,87.34832,83.98532,82.89462,23.52957,22.81466,99.45093,43.67707,34.21722,27.29342
ENSMUSG00000021460,Auh,11.53885,22.6662,20.26829,13.35957,15.63371,21,11.5079,12.4473,15.36853,24.80445,12.93301
ENSMUSG00000021461,Fancc,7.57735,7.04193,7.67218,6.61878,8.98981,5.75421,5.43069,5.76943,9.49659,6.10012,5.27702
ENSMUSG00000021464,Ror2,1.16984,12.73904,7.76379,33.47517,28.06534,8.80792,3.72103,18.3283,0.61619,10.42272,4.28217
ENSMUSG00000021466,Ptch1,25.04515,20.6612,49.67449,15.75392,22.53446,19.90613,12.52795,9.06852,39.00127,28.1171,25.73626
ENSMUSG00000021468,Sptlc1,50.38276,73.72016,73.88193,28.22895,31.60989,78.70158,59.29226,24.43241,56.07339,77.40282,53.11619
ENSMUSG00000021469,Msx2,3.90832,41.15125,1.85506,0.53377,0.42809,30.55996,6.69498,0.47813,6.41564,59.22366,15.312
ENSMUSG00000021470,Ercc6l2,32.17052,32.54445,32.65829,34.57322,32.82565,31.4943,30.09869,31.26967,43.27836,37.20668,36.72284
ENSMUSG00000021474,Sfxn1,30.22966,49.07342,54.39231,34.00894,29.74343,47.33261,29.55274,21.69114,111.82056,53.00235,34.94941
ENSMUSG00000021476,Habp4,16.51066,14.96409,13.14576,17.93476,19.81183,17.02333,15.70304,21.00582,30.22961,17.25,16.82589
ENSMUSG00000021477,Ctsl,336.70043,205.87851,3487.77222,761.58685,949.7693,266.89258,420.92188,880.87382,503.28314,218.43269,418.70089
ENSMUSG00000021478,Drd1,0.10635,0.07335,0.36643,0.0305,0.03425,0.14813,0.11494,0.15938,0.18123,0.12119,0.17302
ENSMUSG00000021481,Zfp346,11.14004,14.0594,16.30624,14.38136,15.80494,12.67065,9.71203,13.81794,25.80753,16.88642,11.20284
ENSMUSG00000021482,Aaed1,20.33922,11.24752,38.4983,13.39007,15.61659,14.64189,16.82366,14.93358,20.69677,11.27108,19.72393
ENSMUSG00000021483,Cdk20,2.23333,4.84132,28.44431,7.24406,8.57885,3.19045,1.30739,5.33911,7.75676,5.21136,2.98454
ENSMUSG00000021484,Lman2,125.35869,227.05319,169.31467,165.53053,188.4607,240.78786,144.94781,145.68604,165.61042,209.74709,121.19834
ENSMUSG00000021485,Mxd3,0.85079,0.80689,2.35891,10.5992,7.31171,0.97992,0.76145,4.12785,15.25979,0.56557,0.60556
ENSMUSG00000021486,Prelid1,100.76553,127.34148,340.04926,174.39116,155.0186,141.2572,112.24871,133.36624,245.42529,106.04509,103.76688
ENSMUSG00000021488,Nsd1,168.90854,168.51719,194.16336,162.4804,179.69349,170.59795,157.70563,187.12393,181.95761,193.26465,177.99113
ENSMUSG00000021490,Slc34a1,0,0,0.0229,0.18301,0.18836,0,0.01437,0.04781,0,0,0
ENSMUSG00000021492,F12,0.05317,0,0.11451,0.0915,0.13699,0.03418,0,0.07969,0.03625,0.28279,0
ENSMUSG00000021493,Pdlim7,32.67568,49.56244,158.06977,240.73148,279.42046,47.66305,43.17258,300.18561,136.61319,52.55797,41.9566
ENSMUSG00000021494,Ddx41,44.9058,59.4407,49.12484,50.25088,40.92505,51.42323,42.641,40.84819,54.9135,51.62881,42.25938
